Stars,Reviews
5.0 out of 5 stars,"holds a decent amount of supplies. i use it with another case that holds my phone and charger. last trip i was able to fit keys, a hat, candy bars, wallet and a few other smaller items. it is waterproof and easy to install. exactly what i was looking for. definitely would recommend."
4.0 out of 5 stars,"i love the bag. it fits on the bike nicely. it’s great for cell phones, cable lock, lights, etc. looks to be good quality. the only thing keeping me from giving 5 stars is the zipper. it unzips from the bottom. things can fall out from that corner. it’s needs to zip from either direction or at least unzip from the top. that way you wouldn’t have to unzip all the way and your stuff would not fall out."
5.0 out of 5 stars,"this is better and bigger than i was expecting. you can fit phones, tubes, wrenches, wallet, a lot, a lot is what you can fit into this bag. i even put my water bottle into it for a ride bc my bike doesn’t have a bottle mount. it’s easy to install, spacious and so far seems well made and durable. i don’t think you can go wrong with this purchase."
5.0 out of 5 stars,"this bicycle pouch arrived in good condition, installed easily and does everything i expected it to do. it does not get in the way while i'm riding my bike and carries all the items i need while on the road. my garage door opener, identification and cash all fit in the pouch and there is room for additional items if needed. the zipper opening is located so it can be accessed without removing the pouch from the bike, but if i am leaving the bike somewhere where i can't see it i can easily remove the pouch and take it with me."
4.0 out of 5 stars,"picked this up to put my keys, wallet and phone under my road bike. i've done a few 10+ mile rides with it and it's hardly noticeable. there are times where it seems to stick out every so slightly causing me to rub against it, but it doesn't happen frequently enough to take it off. i feel that may be from a lack of ""breaking in"" on my part, anyway."
5.0 out of 5 stars,works great! it can fit bike tools and 2 inner tubes easily. i could also put my wallet and phone in it as well! there's not really any security features. you just velcro strap it to your bike and there's a zipper. seems pretty water resistant!
5.0 out of 5 stars,"the storage bag easily attached to my bike with the velcro straps. though the size isn't super large, you can easily store you main essentials like a phone, keys, wallet, power bar, and water without interfering with your legs. the only con is that a wish the zipper was on the side and not the bottom. it makes it hard to get stuff out without having to first get off your bike."
3.0 out of 5 stars,"wrap the velcro straps on a bike with 1"" frame tubes and the two velcro sides that have to mesh don't line up. as is, the bag cannot be attached to the frame of the bike. i am not sending it back, however. i will remove about an inch from the middle of each strap each strap and resew the velcro to the new position.upon learning of the problems i had with their product, entronik. issued a full refund for the cost of the bag and shipping. with the straps modified by my wife, the bag proved quite satisfactory."
5.0 out of 5 stars,"was looking for a good, affordable storage solutions for bike necessities, and this is exactly what i needed. the bag is very large, yet not bulky enough to be in the way of anything. i'm hoping it holds for a few years, but from what i see, the materials are of pretty decent quality, so hopefully that won't be an issue."
5.0 out of 5 stars,"i needed a new storage compartment for my bike. i had outgrown my old one, or at least my cellphone did. this one was actually a bit bigger than i expected (tbf i didn't bother to measure). this one has plenty of room for a phone, wallet, keys, and a multitool. its almost too big. its right against my water bottle but neither seem to mind."
4.0 out of 5 stars,"this is a very nice bag but i could not give 5 stars, only because the velcro is not exactly the length it needs to be for perfect fit. i stitched a piece of velcro onto the bag so i could make it much more secure and not be able to rock from side to side as i ride. it also would help if there was a zipper or larger separator inside to divide tools from electronics (scratching)."
5.0 out of 5 stars,"love this bag. problem: i live in portland and it rains all the time. everything inside which is cloth gets soaked. otherwise good product. has a lot more space than anticipated. keep the follow inside it: inner tube, tool kit, lube, chapstick, gloves, scissors, and patch kit. plenty of extra space."
5.0 out of 5 stars,my bike already had handlebar and under-the-seat bags for various supplies. i needed another bag to hold a fresh shirt for long hot rides or a windbreaker for rides that start off cool in the morning but heat up as the day wears on. this bag is perfect for that use. it fits perfectly on my bike frame and is the perfect size for holding a folded up shirt or windbreaker. it secures well to the frame and adds very little weight to the bike.
5.0 out of 5 stars,no complaints here! wanted something to keep my phone and other small items in. product is bigger than what i was expecting which is fine by me. i actually keep a 12-16? oz poland spring bottle in there as i don't have a water bottle holder on my bike. 🖒🖒
5.0 out of 5 stars,"perfect to carry up to two wallets, two phones, keys, and a pair of glasses. it’s just what i was looking for! compact, well made, just enough room for the essentials. no more back pack to carry a few little things!"
5.0 out of 5 stars,"we don't ride a ton so i can't speak to the longevitity / durability, but so far we're pleased with this pouch. plenty of room for phone, wallet, and much more. the interior pocket is nice, to keep things from bumping into each other (we place phone in pocket)fit great on an adult male bike. probably wouldn't fit a female bike."
5.0 out of 5 stars,"my hub got a new bicycle that he has been riding regularly, and was caught in the rain, with his cell phone on the bike, he had to find shelter so that the phone wouldn't get wet. i immediately hunted this down for a christmas present. he loves it, it doesn't get in the way while he's riding and since it's waterproof, he can easily slip his phone and other small items into the pouch and be confident that all will be safe and dry."
5.0 out of 5 stars,"your browser does not support html5 video. wow, i was pleasantly surprised by this lightweight yet effective storage bag. it held my iphone xr plus my keychain with multiple keys and hand sanitizer with still more space to fit more things. it conveniently sits under my bike seat so it doesn’t get in the way while i bike. i chose this over a phone mount & regularly have my airpods playing my spotify playlist while my phone is safely stored in this bag. highly recommend!!"
5.0 out of 5 stars,"this bag is big enough to store my wallet, keys, pepper spray and a tightly-rolled light jacket. it’s easy to access as well with the zipper being along the top and off to the side. the only thing is that i had to kind of smush it into place above my water bottle holder; it’s a bit large for my bike frame. but even so, i made do and it looks great!worth every penny!"
3.0 out of 5 stars,"ok, this is kind of a no-brainer and i certainly don't fault amazon or the manufacturer for this, but i transport my bicycles using a rack that hangs the bikes from the top tube of the bike, so this storage bag interferes with my car rack. i, therefore, don't use this bag. seems well-constructed and unobtrusive otherwise, though."
5.0 out of 5 stars,"small and does not get in the way but big enough to carry a mini-pump, travel card, some cash, smartphone and a few crucial tools and a spare inner tube. requires two tubes to fasten to so will not work with all frame geometries"
5.0 out of 5 stars,"sometimes in life, it's the simple things that make all the difference. what can i say about this bike bag that hasn't been said by so many other happy customers? so far, i have been using it almost daily for 15 months, in all 4 seasons (yes, even in winter). not only does it carry and protect lot's of essentials, but it even makes my bike look better. the bike seems naked without it. whoever designed this deserves a medal of recognition. i just can't think of anything not to like about this bag. anyone who rides a bicycle should have at least one of these."
5.0 out of 5 stars,"this is a cute little storage area that doesn’t get in my way. it will hold glasses, keys and your phone easily. (fits my iphone7). i would want to over fill it since it is on the frame just below the seat and would probably bump your legs when you pedal. i really like it and feel safer having my phone ride there than in the basket which can allow it to bounce out."
4.0 out of 5 stars,"just installed, so no durability info as yet. the bag itself seems solid, is spacious, but like at least 1 other review on this site ... the velcro straps are much too long. mine is a specialized road bike with largish aluminum tubes and to give you an idea .. i'll be cutting about 2"" off the straps to make them fit. seems excessive, thus 1 star off."
4.0 out of 5 stars,it’s a great bag end for me it actually had a little too much space and was a little larger than i needed but for many of the extra space would be welcome. i do wish it had a second outside zipper space even a thin one but overall it was a very good product
1.0 out of 5 stars,"seriously, who the hell decided the straps needed to be this long? there isn't a way to tuck the extra slack. i'd have to cut and resew them just to get rid of the excessive length. the bag itself feels cheaper than i was expecting. i also hate that the zipper opens on the left side, but that's just me."
5.0 out of 5 stars,"this bag fits perfectly on my bike, even with a water bottle holder! the best part is that it fits so many items in there and the zipper ensures that i don't lose anything along the way."
5.0 out of 5 stars,i saw reviews about straps not being long enough and frayed fabric inside near the zipper area. neither was an issue for me. it holds all my first aid stuff and i even put a coiled bike lock in it. held everything no problem. i have a specialized road bike and the bar i strapped it to was definitely not skinny. perhaps improvements have been made.
5.0 out of 5 stars,"this bag can hold a lot. i'm able to store plastic grocery bags, my wallet, my keys, my phone, my mask, and there's still room. despite all this storage capacity, it doesn't look bulky. it looks like it goes naturally with the bike."
5.0 out of 5 stars,"this storage bag holds more than my small saddle bag hanging from the bike seat. also, it doesn't obstruct the seat post from attaching a blinking red led light for safety purposes riding on busy streets. i carry a cable and lock, iphone and a small flat tire kit with room to spare."
3.0 out of 5 stars,"this bag has an excellent amount of space and fit well to my bike. initially i was stoked with this purchase, as the main reason i bought this was to carry a few bike maintenance tools and my kryptonite lock (which is a hefty lock). all was good for a couple of weeks. however, i started to notice a good bit of wear around the attachment points of the bag. the stitching was fine. it was the material that the straps were stitched to that was failing. now the bag shifts around a lot and is quite annoying to ride with. it's lightweight but not durable to daily use carrying anything heavy. overall it's a good bag for the price, as long as you don't plan to carry much weight with it daily. i also forgot to mention that it got rained on and all the contents inside were soaked. just keep that in mind."
5.0 out of 5 stars,"i bought this bike storage bag to hold my binoculars. you see, where i mostly ride is on a river trail where there is plenty of wild life. i keep my binoculars handy for when i spot interesting critters. the bag is very well made and fits the binoculars perfectly. that's not to say it will fill all binoculars since there are many that are larger than what i have, but it's perfect for mine."
5.0 out of 5 stars,i bought is to hold bike tools in case of a breakdown on the road. it is perfect size sturdy and the way it mounts it is easy to install and remove. has ample room for the necessary bike tools. it is out of way and you do not know it is there. would definitely recommend and would buy again.
5.0 out of 5 stars,"the aduro sport bicycle bike storage bag is durable, stylish, and functional. it has a high-quality construction and plenty of storage space for your cycling essentials. furthermore, i appreciate the variety of color choices that allowed me to match my road bike's color scheme perfectly. overall, it is easy to access, mounts securely and quickly, plus it will keep your items safe while you focus on your ride."
4.0 out of 5 stars,i feel that the bag is nicely made but i have a road bike and the straps are too long and do not have a tight grip with velcro straps. if i cut the straps then strap wont work. probably made for larger bikes. i just wont valuables in this bag in case it falls off.
5.0 out of 5 stars,"i was a little skeptical about this actually fitting in the inside corner of my bike frame with the water bottle, but it is absolutely perfect! it is a nice tight fit with the looped velcro straps and takes up no more space than the frame itself. i am very impressed. now i can ride with my phone safely tucked away instead of in my pocket."
1.0 out of 5 stars,"the velcro is too long & hangs over so that your legs rub against the rough part while riding. the bag is too wide & you constantly brush against it while riding. you can try & attach it the the front of the frame but it’s designed for the back. it can fit your phone & keys but it can’t even fit a plastic water bottle. unfortunately, my roommate threw out the packaging so i’m stuck with this."
4.0 out of 5 stars,"good quality product for the price and easy to install. if your brake cables run along the frame make sure to run the straps between the cables and the frame to avoid tightening your cables.i use it to hold my repair kit and a co2 pump. i take out one star out because it doesn't have a rigid frame and tends to lose its nice shape when heavier objects, such as a cable lock, are placed in it. i highly recommend it for lighter objects."
5.0 out of 5 stars,great bag. very durable. survived a week of roughmountain biking in moab utah with no issues. rained a bit as well as crossing creeks and pounding puddles and everything stayed dry.
5.0 out of 5 stars,"i like this saddle bag. i am able to add a lot of small items including tools, power bank to charge my phone or wireless headphones and any other small items. it does attach to the bike in the area of a second water bottle. if you don't have a second bottle holder this fits great but not so much if you do have another bottle holder."
5.0 out of 5 stars,"i really like this little thing. you don't normally think of your bicycle frame being a usuable space, but this makes it usuable & doesn't interfere with the function of the bike. great for storing a phone, keys, wallet, tire pressure gauge, etc. while riding."
1.0 out of 5 stars,"this item is a waste of time. the first thing i did after receiving it was throw it in the trash. material is really thin and you cannot see this in the pictures, but having it on your bike means that both of your water bottl mounts are useless. i don't usually like to go on somewhere and be so negative, but in this case it is warranted! buyer beware!"
5.0 out of 5 stars,"i haven't used it for mountain biking, but it seems sturdy enough for that. if it fits your frame for road biking or commuting i really see no reason not to buy this though. the only thing i dislike, and this is being picky, is that sometimes my leg rubs against the excess velcro, but my bike frame is very skinny so this shouldn't be a common problem. it's a little difficult to close while riding but you're not really supposed to do that anyway, so i see nothing wrong here."
5.0 out of 5 stars,"the product was delivered on time. the bag is well constructed and holds essential tools for flats. including co2 inflator, extra cartridges, chain tool, spare master link, tire wrenches, multi-tool, wallet and cell phone. there remains room for more items. this is the medium-size bag and the zipper is well-placed to open it quickly."
1.0 out of 5 stars,product looked and felt nice. sturdy material and construction.does not fit on a lg frame bike that has a water bottle cage. the two do not work together and water wins over storage anytime.
5.0 out of 5 stars,"this is a well made and durable bag - it fits my husband bike perfectly... mine, no so much. if you have a women's bike make sure you take measurements to see if it will fit. it will technically fit on mine but i will have to remove the bottle cage that i already have on. from another reviewer, it looks like the bag does not fit at all in some cases. just measure your bike before you buy! overall it is still a great product."
5.0 out of 5 stars,"i bought this on the positive reviews but didn’t realize until i got it that i had no room for it on my frame. so i installed as a “mini-pannier” on my rack instead and couldn’t be happier. the zipper is to the side and easy to access and has lots of room. it’s great for casual riding when you want to carry a wallet, phone, glasses, etc. if the manufacturer would shorten the velcro straps for a rack, it could be easily sold for both applications!"
5.0 out of 5 stars,this bag works great. it has a large capacity. it doesn’t get in the way when peddling.i have a 21 inch frame and it fits great.i bought my wife one and it’s a really tight fit on her bike.
5.0 out of 5 stars,i settled on this one after trying two others. i have it on my 10 speed mounted on the cross bar and the front neck. this way it does not interfere with my leg motion. not a lot of storage but works well.
5.0 out of 5 stars,"great bag, i've seen reviews saying that the velcro isn't strong enough, but i put a heavy kryptonite chain lock in it and have never had any issues, i've had it for almost 3 years and would highly recommend it."
5.0 out of 5 stars,"this pouch is very handy to store my keys, wallet and cell phone while riding my bicycle. i would recommend to anyone that rides bike and does not want to carry anything in their pockets. it just makes riding so much more comfortable. i'm very happy with the purchase."
5.0 out of 5 stars,"i’m very happy with this storage pouch, it has a good amount of room and fits snugly on my bikes frame. i have it 3 stars for security because it can’t be locked or otherwise secured, but i didn’t buy it for theft deterring. it’s a great pouch."
2.0 out of 5 stars,"the idea around a triangular zipper pouch velcro attached is great but the materials left a lot to be desired. mine arrived with scuffs and pierce marks, more like the cheapest chinese backpackyou may find in downtown la . so i sprayed it with some waterproofing compound to make it stiffer, then added firm foam from some offroad lights to make some sort of structure and compartments inside. it will do the job but really it does not worth more than 2 or 3 bucks."
4.0 out of 5 stars,"nicely designed. large enough to fit a flat kit, phone, wallet plus more, while the bag itself does not interfere with my riding, nor the water bottle cage. it's stable and have been in place for over 300 miles now."
5.0 out of 5 stars,it’s a cool little bag and works as intended. happy with purchase. check out the dimensions in advance to make sure you have room left for your other gear. there is no security. it’s just a zip bag.
4.0 out of 5 stars,"this is a really nice bag to keep a compact tool, first aid kit, and other items you may need while on your commute or on the trail. it was very easy to mount, and stays in place. it does get in the way of my lower mount for my water cage, but that is a trade out i can live with. would recommend it."
1.0 out of 5 stars,"you get what you pay for. very poor quality all over. zipper, material, flimsy, velcro, etc...the whole thing is very poor quality and it looks very cheap..as it is. design is also terrible. returning!.. paying for something little better next time."
5.0 out of 5 stars,"i wanted this bag to hold the controller for my e-bike conversion. so far it has worked out perfectly. it’s big enough to hold the controller and extra wires and small enough not to interfere with the battery, which is mounted in the water bottle holes. it’s seems to be of good quality. i’m pleased and would recommend this bag."
5.0 out of 5 stars,"i do some occasional day biking and don’t want to wear a backpack through the woods. this item is perfect for iphone, keys, repair tools, and other incidentals that you might need."
5.0 out of 5 stars,"nice little bag. it was a bit larger than i thought it would be, but there was plenty enough room for this bag and my water bottle below it. this bag was so surprisingly large that it easily fit my spare inner tube, mini pump, and still have room for snacks."
5.0 out of 5 stars,"the bag is very sturdy and the straps hold the bag securely to the bike frame. i have mine on a pedego city cruiser and use the internal pouch for my phone charging cable. the pouch as enough room to hold my bike tools, and co2 ultraflate tire inflator as well as my wallet. although i have not had to i would remove it when i lock my bike up. it is very convenient and the zipper function has been flawless."
1.0 out of 5 stars,"this thing lasted maybe 3 months on mtn bike ridden 3x per week and two top straps broke. i catch ""urban air"", do great wheelies, and ride 20% dirt single track (take what you can get), so if you are lucky enough to do real mountain biking all the time, this won't last you a month. probably good for street rider."
1.0 out of 5 stars,"one velcro strap broke less than 5 minutes into my ride. the second velcro strap was holding on by threads a few minutes later. i had a spare tube, co2 cartridge and inflator, multi tool, wallet, and phone in the bag. i feel it should have no problem holding essentials without a complete failure."
5.0 out of 5 stars,"i can stick my phone, wallet, keys and so much more in my bike pouch. it comes in handy when i’m biking and don’t want to carry items in my pockets. easy to secure everything."
5.0 out of 5 stars,"the product works as advertised. i had an under seat bag prior to this that required me to pick and choose the gear i could bring on the ride. this product allows me to empty my pockets upon arrival and place it in the bag. in addition, i ride now with a multi-purpose bike wrench, air pump and patch kit should the unthinkable occur with room to spare."
5.0 out of 5 stars,"large carrying capacity. i can easily fit my wallet keys phone and some tools in this bag with space to spare. the internal mesh liner is great for separating scratch prone items, like my phone, from everything else. i use a large u lock, but if i used a cable style lock it would fit here quite easily. a real bargain for the price. i would have been happy paying $30 for it."
5.0 out of 5 stars,"this bag is great. it holds quite a bit and i hardly realize that it is there while riding! the straps do an awesome job holding it firmly in place. if you’re looking for a bag to fit on the frame, you can definitely purchase this one with confidence. (i did go over the lettering with a sharpie on mine 😎)"
1.0 out of 5 stars,"avoid this productit does not hold well on the bike frame. constantly swings back and forth interfering with peddling. the straps (all 3) do not hold tightly, and are way to long with nowhere to put the excess, so they scratch you while riding. basically, between the bag swinging, and the excess straps scratching you this bag makes it unbearable to ride the bike!"
3.0 out of 5 stars,"how it mounts and its size it just right for my use. i thought it a little odd that the zipper is on the left instead of the right, being most people are right handed, but no big drawback. i did not like the big brand-name logo put on it, and the biggest dislike to the pouch, and i put some black ink to the logo to at least dull it out, being it distracted from the looks of my bicycle, in my opinion. i don't like bill-boarded brand names on products."
5.0 out of 5 stars,i finally got an opportunity to use this product on a 10 mile bike ride yesterday it fits my keys my phone and a couple other assorted items and it kept it secure and it sat right above my water bottle. it is absolutely perfect for my needs and i would recommend it for anyone who has to carry essentials while riding
5.0 out of 5 stars,"i needed a place to put essentials (phone wallet keys and water) while riding, and it's very out of the way with this pack. it's able to hold a regular sized water bottle without much trouble, though i don't think that's what it was even meant for. great pack!"
5.0 out of 5 stars,"i love this bag. it is made of great quality, holds all my tools, and phone with room to spare. it fits perfectly on my bike. it was bigger than i anticipated but it fit my bike snugly and the zipper is to the side of the straps so it is easily accessible."
5.0 out of 5 stars,"got this so i could empty pockets on bike rides keep id , air pump and contact case still room for more no problem with any interference with legs while pedaling"
5.0 out of 5 stars,ordered this bag for my roadbikeonly ordered one but they sent and charged me for two but they were so nice i didnt even bother sending one backordered it in blue but also got a black one that looked way better on my roadbikeif ur looking for an affordable nice frame bag for ur bike to ad a lil storage you cant really go wrong with the aduro triangle strap on
5.0 out of 5 stars,"i was worried it would be too big, it is not. my lock fits in the bag, with my cell phone, and a wrench. it streamlines with the bars above, behind and below. thus my legs are never going to hit the bag when i peddle and fly down the bike path. one last thing, it looks like i picked the perfect color as well."
4.0 out of 5 stars,"after installing the first bag, i noticed a seperated seam on the bottom edge. amazon quickly replaced the bag, and the new one is in much better condition. it's held up well on several rides, but it does take some adjustment to fit the frame properly."
3.0 out of 5 stars,"i like everything neat and tiddy. my issue with the aduro bicycle storage bag is that it slips forward and downfrom the position in the picture. this could be fixed if the velcro straps were attached closer to the apex of this 90 degree triangle. the bag slips out of position because the back side of the velcro straps can't get a grip on the shiny surface of the top tube and seat tube. picky, plcky, plcky, lol"
5.0 out of 5 stars,"i ride my bike into work nearly everyday. this little pouch is great for holding my simple cord/lock, wallet, cell phone, and keys. if you are looking to tour de france or cross country and this will carry heavy gear, you picked the wrong underslung baggie. i especially like how easily i can access the pouch through the zipper while i am pedaling."
1.0 out of 5 stars,"this thing went on my bike great, but one of the strap buckles broke a week after i got it. i managed to replace the buckle with a small carabiner i had and secure it back to the bike...then a week later the zipper split open. total waste of money. if it wasn't such awful quality it would be great. but it's useless after you use it a couple of times and it starts falling apart."
4.0 out of 5 stars,"storage bag is very handy especially for long rides. it's easy to fit multiple items within the frame bag. the bag allows one to store enough essentials like small snacks, a phone, wallet and some spare bike tools. the only negative i can point out is that the bag isn't all that waterproof, so i would suggest placing water-sensitive items within a plastic bag inside the storage bag. stitching doesn't seem too bad; only time will tell how it holds up."
5.0 out of 5 stars,i wanted a small bag that was out-of-the-way that could carry my cell phone and my wallet. this is a good-looking bag that seems well-made and holds my iphone x max and my wallet easily.
5.0 out of 5 stars,"fits great on my road bike and my wife's cyclocross bike, doesn't fit on my triathlon bike, but that's because of the frame shape of the bike. has a little mesh pocket to hold phone, wallet, or whatever you wanna put in it. made carrying tools easier"
5.0 out of 5 stars,"they cycle storage bag is nice. however, it is intended for a male’s cycle. as such, it doesn’t fit exactly as intended. still, i confident in security of fit."
5.0 out of 5 stars,"i have bought this storage bag and have installed this weekend on my byke.it feeted perfectly on it, looks nice and now i have extra storage to grab a few things in my rides.the quality of the products did satisfied me. recommend to all."
4.0 out of 5 stars,nice product. looks good on my bike. i can fit my keys and a water bottle and a few other small objects. but you cannot zip it closed one handed. if you open it while riding you will probably have to stop to zip it close.
5.0 out of 5 stars,"i've been using this storage bag for several times on my bicycle outings. the capacity is good, and the zipper keeps everything securely stored. the 3-point strap keeps the bag on the frame well. the width does not imped leg movements, but the bag does contact the water bottle that i also placed on the frame. i am happy with the bag and would buy again if needs arise."
4.0 out of 5 stars,"this is a nice roomy bike bag. i can get my keys, phone, vape, wallet, bike repair tools in it and still have room! the only thing is, it might be to big for a water bottle on the lower part of your bike with this bag. if your trying to grab it out with the bag on, its pretty hard to do while riding. i usually have to pull over to take a drink because i cant pull it out or put it back in with the bag on. overall i like the bag, but i probably will use a different one if i plan on riding all day and drinking without stopping during my ride."
5.0 out of 5 stars,"great for spare tube and bike tools. check the size and where the water bottle holder hits. it works on my son’s 26.5” bike but it’s a snug fit. i have to remove it prior to placing bike on our bike rack. overall, gets the job done!"
1.0 out of 5 stars,not for heavy items. i filled the bag with a spare tube and tools. after a few weeks one of the velcro loops simply tore out. replaced it with the following:https://www.amazon.com/gp/product/b079hqsc8s/ref=oh_aui_detailpage_o04_s00?ie=utf8&psc=1rockbros 100% waterproof bike bag triangle large cycling tube pouch quick release frame bag 5lno problems so far - much sturdier construction.
5.0 out of 5 stars,it appears it will work well. less functional because of my bottle cages. not certain about weatherability in the rain yet. there are no locks. it is very accessible.
5.0 out of 5 stars,have really enjoyed having this storage bag on my bike. easy to install. holds my iphone and car keys easily. lots of room inside the case. quality is good.
4.0 out of 5 stars,had it for about 3 months and it was fine. now the zipper broke. i guess it’s cheap enough that no one should expect real quality.amending my review since i have now fixed the zipper on my own. no big deal. the bag is very useful for carrying small items. only down side is that i have to take it off to load the bike on my rack (a tow hook rack).
3.0 out of 5 stars,the bag looks and feels fine although it is smaller than i pictured. the straps for connecting are not long enough to fit my bike. it is built for the normal round tube framed bike and mine is not.
4.0 out of 5 stars,"the bag has good storage capacity, but the zipper sits uncomfortably close to the hook and loop straps, making it awkward to use. upon first use, the zipper skipped and had to be forced open. i don't foresee it lasting more than a few weeks with how much i plan on using it.in short:pros: good storage capacity and easy to installcons: poor build quality, and hook and loop straps had to be cut shorter to prevent about 2 inches of excess."
5.0 out of 5 stars,"this is a good storage bag. i use it to store my phone, tools and spare inner tube when i go on long rides. i made this purchase after i went on a 20 mile ride and ended up walking five miles after a nail punctured my rear tire."
5.0 out of 5 stars,"i attached this on my 2010 schwinn ranger and it's great. my smartphone (5.5"" galaxy note 5), wallet and first-aid kit fit in well with a lot of room to spare. awesome buy and i love it."
5.0 out of 5 stars,i needed this to hold my cell when out for a long ride. it fits nicely within the frame with very little fabric extending beyond the frame tube.
5.0 out of 5 stars,"i ordered 2 of these bags for my handcycle. they just arrived today and i transferred all my tools, spair innertubes, goo, etc and have lots of room left for snacks or whatever. they fit perfectly between the drafting bumper and the frame."
1.0 out of 5 stars,mine fell apart after only maybe 8 rides. straps broke and i had to carry it back for a good 5 miles while steering with the other hand. not ideal
5.0 out of 5 stars,"neatly tucked in the frame. easy installation and great to store wallets, phones, and keys when biking. fits small 8oz bottles too (tight)."
5.0 out of 5 stars,"fits my phone, multi tool and spare tube. the only thing is that the water resistance isn't the best... left it out in the rain one night and the things inside got pretty wet. probably can take light rain"
2.0 out of 5 stars,plastic buckles broke within a month. waste of money. i emailed customer service and they replied 2 weeks later asking a useless clarifying question and then haven't responded since then.
5.0 out of 5 stars,good product that arrived pretty quick. my bike has a bit larger frame size but this fit fine. quality of the materials is not an issue but i've only had it a week or so by now and just a few rides but would recommend.
5.0 out of 5 stars,"great place to stow my phone, wallet and emergency tool. don't even notice it's there when riding. highly recommend it to anyone trail riding"
4.0 out of 5 stars,"the bag is good. a little bigger than i expected. i have an extra small women's road bike and the bag does not allow enough room for my water bottle. no big deal for me, i'll have to find another place for a water bottle. i use the bag to carry a very heavy lock. so far, for the several days i've been using it, it's been holding up well. i think it will continue to do so."
5.0 out of 5 stars,"like this for spare inter tubes, gloves, pump, stem tightener etc. and it easily transfers to another bike. just getting into biking and have ""learned"" the value of spare parts after a couple of flats. now that i have the parts on board, no more flats....go figure ; - )"
5.0 out of 5 stars,"i've got an older raleigh m40 and it fits very nicely and holds my cell phone, identification, and personal protection i.e. pew pew."
5.0 out of 5 stars,perfect fit for my husband’s bike. looks nice and sleek and flush to the frame. more storage than i imagined.
5.0 out of 5 stars,"sometimes, you just need a place to put items besides your pocket. very handy. i was able to fit a run of the mill disposable plastic water bottle in it."
5.0 out of 5 stars,"this little storage bag did not disappoint. it attaches securely, has plenty of room for my phone and keys, a packet of tissues, with room to spare."
4.0 out of 5 stars,"this little pouch is well made. i am not able to use it because it just doesn't fit on the mountain bike the way i had hoped it would - which is no fault of the product - just make sure you have enough room for it and it will not be interfering with any cables, etc."
5.0 out of 5 stars,"i was skeptical if this would suit my needs or not, it has with each of my concerns! would it stay in place - yes. would my legs rub against it - no. would it be to big/small - no. would it hold my sidearm securely while riding, giving me immediate and easy access if needed - yes. i give this item an easy 5 stars!"
3.0 out of 5 stars,"i found the bag to be a bit wide, causing it to constantly brush up against my leg while riding. hard to attach, and placement in general is just awkward. offers a good amount of storage, but i think saddle bags that attach under the seat are better."
3.0 out of 5 stars,it's much smaller than the picture. and more difficult to store things in it due to it's design. good luck getting a phone in it. if you are lucky that about all you'll get in there. would not recommend.
5.0 out of 5 stars,"purchased for my son's birthday. he received it on time and reports to me that he really likes it. i liked the design, as i don't care for under saddle bags that much. i may get one of these for my bikes and remove my seat bags..."
5.0 out of 5 stars,i love this it fits on my bmx bike and it works well i do wish there where more pockets for stuff but still is a great item
5.0 out of 5 stars,this seller is outstanding!! both my bicycle items arrived in quick time and in perfect condition. the bike storage bag allows me to put all my pocket stuff in there and leaves me with less discomfort when riding. love this product.
5.0 out of 5 stars,"it is a little hard to say if the color comes out right, pictures vs product, but the size/shape/weight of the bag itself is ideal for most rides: keys, phone, gloves, etc. all for fine w/plenty of room to spare, and the internal net makes accessing small items while riding super-easy!"
5.0 out of 5 stars,"i use this storage bag on my raleigh venture 3.0. it is ideal for carrying my cellphone, id and basic bike tools. bag was very simple to attach to bike frame and does not interfere with pedaling."
5.0 out of 5 stars,"this is a very handy storage tool for your bicycle.not sure why ""security features"" is an option here, it's just a zipper, but it works very well."
5.0 out of 5 stars,"the medium bag fits my small bike frame (48"") perfectly. it's narrow enough that it doesn't get in the way, but holds a decent amount of gear. seems to be well constructed. the three velcro straps hold the bag securely. (still have room for one water bottle on the frame.)"
4.0 out of 5 stars,i’ve had this on my bike now for a couple months. it’s still holding on good and no signs of coming apart. the only issue i have is zipper placement. it’s very close to the bar so it makes it a little bit of a pain to open and close. not a big deal though. i’d buy it again.
1.0 out of 5 stars,this bag is made rather cheaply. i've been riding with mine for about 2 months and the straps have just about ripped off. luckily i saw it before my last ride so it didn't rip off during one of my ride's. unfortunately i just passed my return window.
5.0 out of 5 stars,"a little bigger than was expecting, but does not interfere while peddling. did not like my under-the-seat bag and always was just a little too small. have lots of space now."
4.0 out of 5 stars,"+ room for tools, spare inner tube, raincoat, etc.+ light weight+ fits well- zipper seam ripped after a few months of use- be careful to avoid brake cable on some bikes"
5.0 out of 5 stars,"great storage bag. secures very tight against the bicycle frame. i have a full travel size first aid kit, 2 patch kits, an air gauge and a bike multi-tool, and i still have room for more items. definitely recommend this to anyone looking for a very spacious and rugged bag....and the best part is that it's about half the cost of a typical ""bike store"" bag"
5.0 out of 5 stars,"easy to install obviously. i have plenty of room for my bike tool kit, misc wrenches, phone, wallet, a few little extras if needed. also can fit water bottle, its tight on my mg hitch but it fits."
5.0 out of 5 stars,great for storing bike tools so the pressure is off your back especially if you plan to have a back pack while riding.
